,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Country Name
Denmark,1.3684986942290551,0.5024810155592719,0.08479142403462499,0.3974786221161981,-0.03071599732067103,-2.80192099057048,-0.0,-1.1035897827175574,3.997085411457584,-0.2856858505128101,-24.325641693367494,-0.14184430470140086,0.10682595863025535,0.07615648567008108,0.2321184436598821,0.4259810219423229,-0.043638592698442495,0.2699983437568236,0.27672350009624025,-5.835575037704862,-1.0191602114000529,0.2127128183351474,-0.7679129676774306,0.5285021621824905,-0.08092034958515248,0.0,Denmark
Djibouti,1.9975602382107698,-1.025227287958361,5.754894448257149,-0.5775743796397552,2.311521316103051,0.814111797437997,1.03255033201354,2.277932306685967,-1.2970638405697663,-1.9871380259262346,-1.3597139624393895,-1.6436321700596341,-0.7449432437238114,-0.6175400071405185,-0.6176494494877385,-0.47801750565032064,-0.3698371419540473,-0.23393230399562726,-0.28539883644374664,-0.2352251008198548,-0.17711101686461997,-0.1663895352265609,-0.13679475597421026,-0.3605100719110896,-0.27225662108871806,-0.42460396571558207,Djibouti
Dominica,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,Dominica
Dominican Republic,-1.1758336282935027,-0.14490686877864026,-0.17669915749675305,-0.3096258260098512,-0.20828783164675374,-0.29383704705662156,-0.13575055384737475,-0.3521914936698828,-0.43150107942487836,-0.14637723586060827,-0.2840314650258611,-3.1712319094179904,0.04561810201341764,-0.1323757715863872,-0.018753836802224578,-0.2082863831595631,-0.08186629772811939,-0.15416145023600597,2.9513583701804955,-0.11958150928321219,-0.15005579856391843,-0.306840101682669,-0.5445579655509586,-0.2738943210292667,-0.40810679204664474,-0.2978193363617675,Dominican Republic
Ecuador,-0.26232791481761775,-0.5653312794586054,-0.9576036475656737,-0.12689141654190286,-0.4029573179610398,-1.9629461601275264,-0.22480053706903227,0.7951958553329503,0.06809156613453518,0.24085921648586053,-0.06256122243143401,-0.12422490940016877,-0.13512706870056831,-0.12746806705059807,-0.10714799948449549,-0.09868816919157859,-0.1361368925709229,-0.04977353690774632,2.342378416998608,-0.10982044044781802,-0.08615714071096843,-0.11918872229312462,-0.1635511119596535,-0.2129734356451044,0.27808227190522034,1.0592191697842979,Ecuador
Egypt,-0.6908108055735894,-0.3256859696811757,-0.5638979434607718,-0.47837333946947114,-0.29532470133137645,-0.35342565125953457,-0.387391731711832,-0.5631360794214587,-0.6450296286742034,-0.859556834143576,0.2308088475842889,0.23541415753644568,0.08999188683531363,-0.26770076884019384,-0.05933210578350863,-0.032987083346925745,0.019449363984637556,0.0574031047181739,0.1620917551990161,0.19083801966525743,0.393802273908521,0.09561599766270047,-0.20512224389077147,0.003463366625487332,-0.228744521027972,0.08293810549388078,Egypt
El Salvador,-0.2504828673331198,-0.2075642248980301,-0.1471544652289575,-0.1547197001151168,-0.15678970250529847,-0.4223486058238836,-0.5401807656243972,-0.5584862276594548,-1.5541941397450747,-1.0564275457149042,-1.1138257068402289,-1.5295837937635204,-0.8998209264277567,-1.0362318398839567,-0.4370857591985831,-0.3023773195519816,-0.38047887605513664,-0.40829553378250005,0.7970635383411084,-0.4463657510446732,-0.19096438414893707,-0.3345825670557405,-0.6183876251683924,-0.5939827055044625,-0.36215350487323367,-0.4104136487314794,El Salvador
Equatorial Guinea,0.015506732392903646,-0.0011720369065313884,0.010873886767505416,0.0024851178206866807,-0.004543967792962637,-0.003532886813878663,-0.003761491428015918,0.023352259591737663,-0.010037630087063074,-0.012882613784957267,-0.02087725862870612,-0.05168805357638443,-0.03202190447229231,-0.022037091822973198,-0.0233454930037645,-0.08366922185791652,-0.04982087573083877,-0.02913866595529924,0.051133579242606995,-0.4122258793922396,-0.06339077700292897,-3.667792330764864,0.2855804377136474,0.3563428722335661,0.04378833230435689,0.10353701139253334,Equatorial Guinea
Eritrea,-0.07347171761933537,-0.09203272262775786,-0.09314270795131831,-0.06699774065655645,-0.9276676103900591,-0.11751886766539422,-0.4664646250792827,-0.7220057460532311,0.630649617144483,0.14847008832656833,-0.6321352014529463,0.22238029903273007,-0.10678953092964447,-0.06128207011452749,0.2676764247165723,-0.18139751536285376,-0.21604036410406974,-0.5578724293779626,-0.04660211198007533,-0.13302433284941015,-0.08075439426746096,-0.11148592727410145,-0.1323479312425092,-0.152398687092193,-0.1631829319024941,-0.15211777483381908,Eritrea
Estonia,3.1736580787472763,0.2790303433936168,9.299704445763771,-2.108117385393006,-0.32864067466585645,-0.09047039159498207,-0.4360304606628482,-0.29564903867924175,0.7522615853394439,-5.155565393411981,-0.28194945379713376,0.16337883053240804,0.021044884942407017,0.3068403676825957,0.20311831238635958,0.1851808274254595,0.2152892650077998,0.20131998987070768,0.06246113457458102,65.4535680589429,-0.33364822928059856,5.9367910161110125,-0.27567558416050564,0.2133288287806698,-0.18754818365175624,0.0,Estonia
Ethiopia,-0.07225478958386221,0.030467473493213767,0.022590840640223982,0.1041889901205429,-0.27082751268198807,-0.16597780780125768,-2.812350812700929,0.11216790452388346,0.20679618024765198,-0.30212581974055147,0.6259713627176513,0.417913051212645,-0.4049942473050899,-0.20553065479063384,-0.15840347895104331,-0.15163928414591907,-0.12742001722346216,-0.09219316099468818,-0.38980158620565286,0.2846225937611038,-0.2026232444206201,-0.07283479548612937,-0.35991400990986755,-0.19845649885245975,-0.2034277006116693,-0.24314882264284876,Ethiopia
Fiji,-0.27760215846613434,-0.06920546636753279,-0.12363805362927692,-0.07530697655236517,-0.11489766075448522,-0.20129070449805345,1.738731688134146,0.05480921010283806,-0.07540037302707318,0.09732630932043022,0.7709513598820384,-0.13684825913397833,-0.061515884664710585,-0.09084351944557512,-0.2172535925234324,-0.6334436143418521,-0.17094845032823072,-0.4453102660859184,0.06436861093203182,-0.13747678566844906,-0.053279838677206905,-0.19577649229692212,-0.17643455420168064,-0.06104631422612378,0.2439202479676652,-0.20345787828968742,Fiji
Finland,-0.05571018524811946,-0.27095047344416034,0.10224998382675399,0.14525415367497652,-0.07367279015290841,1.4734544370717804,0.13431255947073142,-0.5327151023062527,2.7137332555356526,-0.0,0.0,-0.07496380755083741,0.1045879401052631,0.1539069356316413,0.0,0.40171346918291945,-0.030887025842837992,0.1022611279023057,-0.0463848950206979,-0.3090418522370548,-0.2147158884836964,0.24903545317958078,-0.6094670469953116,-2.9745199533378686,0.2363236648250217,0.0,Finland
France,2.4244027588691806,-0.057582505615189475,0.09576771938095058,0.0,0.04019043952445166,-5.446151525291466,-0.11564304300268176,0.18703285631263694,-1.4299285630958165,-0.4782396938286627,1.3512191060866914,-0.1351863949430284,0.023931489947659437,0.11251544634737422,0.340071302818697,0.6322312225612765,-0.07183963007983449,0.16430374655123595,0.05971990995545408,-0.6523524582785748,-0.1281790955805614,-0.0,-0.2369850778795763,1.0234281017052886,0.1673242684672743,0.0,France
Gabon,0.4501080624094416,-2.064294175744348,0.28078336943324267,0.07020267909405671,-0.11688539655579912,-0.15595364861113115,0.22759803694964278,0.10856569832433952,-4.19880706638037,-0.2533316628680987,0.16006510722069636,-0.8722557807332887,-0.07657300511124394,-0.0736351492416359,-0.05450258058403944,-0.1796775887023381,-0.04188469184104937,-0.031019333127925763,0.02446383204131507,-0.04713174514388573,-0.03655359169917668,0.10863524567320984,0.8631674978567003,4.278782855359048,0.06519857834382514,0.31075173714920257,Gabon
Gambia,0.03493817127801087,5.445702913138479,-0.0896766389574217,0.059622977003918935,-0.1266812077870305,-0.060863085211600707,0.0387955249706081,-0.2164554663715805,0.05010532057803706,0.046403795978529526,0.022519489620619414,0.019122189631688363,0.02021824137642126,-0.02694645358617359,-0.11940019309633118,0.8490701540929914,-0.024149822986851168,-0.023397753915449286,0.04398288484170304,-0.14870895222691582,0.04776244175310565,0.2555718783847926,0.13403725433110836,0.06859674400533487,-0.11512722852432898,-0.344843545422492,Gambia
Georgia,0.12160294547149529,0.06180504779410716,0.11540636312699198,0.5152870085045196,-0.47344284013508087,-0.21802491041427938,-0.19391137160132807,-0.5475449609034709,0.14163145971270544,-0.18400593641050622,-0.17177512471621265,-0.029371738555430293,0.045325941379762695,0.05642065586560493,0.09397892733471047,0.13477724031627109,0.09837148597726816,0.11747361367233998,-0.18568684679110578,0.2783679344547355,0.07839685789726857,0.13863988015267073,0.17380864331451348,0.12158200001911035,-0.0,-0.23662451758848882,Georgia
Germany,-1.685179695553429,-0.22468262230161845,0.2281938762205169,-0.5273705621772171,0.04794908645460739,-1.1004140747663465,-0.3342056883875173,0.608669016509544,-0.0,-0.1284208720785745,132.44238279345905,-0.11749211757730565,0.0,0.11933822937168853,-1.0887122756598477,-0.1405437572205437,0.20582762047980893,0.07831126077293793,0.16602451705379656,40.877927392613074,0.0,-0.24251134135938224,0.1275566806372521,0.9523195052331513,-0.14754458381499483,0.0,Germany
Ghana,-0.19933237891556865,0.39127959409806895,0.10094763184045633,0.13021012112600774,-0.08718186086224225,-0.2845938997210162,0.4197378440604252,-0.22473332761385498,-2.1354311597870543,0.04027110610053644,-0.37053587308806507,-0.11464638040848643,-0.07094522014237875,-0.10275843604327384,-0.07151981673682482,-0.07385096712335781,-0.056921643039327695,-0.07777000318629819,0.07986116639357854,-0.04235742967856789,-0.045578344334338675,-0.2818845532075125,-0.09650001680224378,0.07006535622180231,0.12794094183985935,-0.15321318970205638,Ghana
Greece,-0.2220827517079642,-0.07749761363347203,0.3983772225855326,0.12532608682691537,-0.2307464457658299,-0.27402252474677763,-0.314468858605214,-7.699154747064257,-0.29539696983457675,-0.13414598046422815,0.0,0.19238666323750464,0.025344964696096386,0.08179883996971998,0.7373676707104022,0.4187610617126715,0.04150399815981283,0.5271601729705304,-0.0,0.15357306142182842,1.6169602488475183,0.30058154821422023,1.870245101780532,-0.9446832496038491,-0.13788909581670752,-0.0,Greece
Greenland,1.6397757148048717,3.8895422811907157,0.10449882224040873,-0.23140268580452183,-0.029390940444914738,0.762309246985251,-0.7498028613666042,-1.2167024564559066,0.9691384703492122,0.6106984339630009,5.4554484335784785,0.30669222977519484,-0.3500153130842979,0.10917116549705717,-1.176274676006978,-0.5791190361635972,0.16092026650217298,-0.2010866798560634,3.4686994866229237,7.707775321878278,-0.4798380469974063,1.750428690763768,0.9619521731912152,-0.3256547354516692,0.1098998579307174,-0.06025487878424415,Greenland
Grenada,-0.7836238743926837,-3.4798160277131243,3.534101827574719,-1.1515998679705393,-0.9942742384652187,-0.6346117800554416,-0.5587831063811233,-0.4008695211021417,-0.48231414639619025,-0.0866765815737736,8.308466743394604,-0.6602900806010996,-0.20843661755459816,-1.4393122101262041,-0.07775361630590616,-4.493339751711522,-0.10356990259532513,-0.09607047904636135,0.1267170780641794,2.1522196575108996,-2.2389553940593094,-0.49295583225663475,-0.2263264953583485,-0.14199987518377905,-0.1180190209405022,-0.17711987404039906,Grenada
Guatemala,-0.05213812147936556,-0.13238678999105177,-0.19194184333581119,-0.13175545802713143,-0.16288109390235445,-0.350023847237059,-0.19255830883404562,-0.3014636249805106,0.26678196034188123,-0.7359737980454656,-0.3749736579060873,-0.30901740142753387,-0.9584337897698934,-0.4670054615536776,-0.30882861789854155,-0.4040000360792887,-0.3329636556054321,-0.267589880640095,0.5369615755015058,-0.38415391547331756,-0.19175763507833282,-0.632263234386211,-0.45483207488057165,-0.2892251477424174,-0.3038537485671093,-0.33427965821350986,Guatemala
Guinea,-0.15740450051275795,-0.11022378116512208,0.20513483250142944,-0.367493342141732,-0.077789713498582,-0.46467811438326073,0.19718780571032338,0.08966017968215487,0.18784943656175743,0.08687456977294658,0.16817649652579167,0.6069645846131472,-0.08066727079846565,-0.35857329159690204,0.06205801100177866,-0.8021039260477196,-0.030282582655498925,-0.1697216817861785,0.25063509792059774,6.067839693835797,0.4735442259601468,-0.15223509639200475,-0.21603046864324518,-0.6623249399861844,0.6985228510614284,0.33937109903116175,Guinea
Guinea-Bissau,-0.165333623922045,-0.2757242776357034,-0.437070243162209,-0.41103485415077584,-0.34072476649264843,0.04303992458841545,0.06318483153700508,0.14789532195047753,-0.2688806322035664,0.1264543301903244,-0.5950659852931546,-0.3065723638918374,-0.10838930483481686,-0.17146392393416984,-0.1873891922399129,0.9332780721986543,-0.09050391392175644,-0.06031546933183425,0.18293956607093867,-14.426007653189123,-0.04718851178995779,0.10446457999589981,-0.47112708590207425,0.7731823541438803,0.4928213861014478,-0.16846429267385632,Guinea-Bissau
Guyana,0.016041077225894,0.014647497622496996,0.00683202965747764,0.006046906185420056,0.0,-0.011993571318715805,-0.03963023372934532,0.0974743528434663,0.17371422040491158,-0.20973736192411774,-6.336935970838122,-0.5133572574859455,-0.5472301029079154,-0.2361337264956318,-0.32108829012828993,-0.1396128101370335,-0.07777507900275342,-0.12886221389453056,-0.23926579697188,-0.09575697417854138,-0.06897544496542657,-0.08980073850504149,-0.21252619688340707,-0.37740110689223405,-0.35270172564669106,-0.1254658927244959,Guyana
Haiti,0.40106009936476533,0.06577843856698629,0.12779766731610986,-0.1344913034693954,-0.08731448285734572,-0.27613273543959577,-0.33137442808096923,-0.18283037735817265,-0.38739502283566635,0.2334392922523677,0.4743635834878017,0.2829243172830986,0.20032215359057906,-0.0941482140451386,-0.2841831429718901,-0.1551322745813684,-0.08573075882987237,-1.0484691879675814,10.720459065239817,-1.5306665819211183,-0.24671172381108958,-0.7642546840323392,-0.39245866866001383,-1.221177051560055,0.4174980671130465,0.17680812256485262,Haiti
Honduras,0.8276643094811333,-0.22349048134496913,6.300796366377535,0.44413427772299435,-0.1890125810767277,-19.23581800808724,-0.2101560958768324,-0.31381981248176255,-12.111932984062715,-0.35029986525261847,-0.7979445867094167,-38.49986918931305,-1.490318724605215,-0.6498354979614785,-0.46607722396539253,-0.37958605087149744,-0.34015728370479875,-0.3698302467299072,-1.2533591348349302,-0.5457487485678808,-0.3389278245188956,-1.1140484977574492,1.3920237952136894,-0.48073274675426275,-0.4662413705390015,-1.0233964297289024,Honduras
Hungary,-0.0,-0.46534892482491297,-1.413657408627501,-0.3151406581195498,-0.5539030222506592,-10.986805777428602,-3.844254696776974,-1.1160584060797112,-2.8877805797827483,-0.8908679553204649,-0.05360006239029724,-0.029250324470197184,-0.08706969792706229,0.03547409705510423,0.26085492006087885,0.8787401337895877,-0.06947766912970502,0.1702802627677707,0.13039381012752838,-8.680387669575385,-0.20124571923543325,-1.0056254056526794,0.12461777379276681,1.6222992717766174,-0.06223433158548313,0.0,Hungary
Iceland,-0.9078389108499313,0.9279544324960235,-0.03476244489987665,-2.017651409640281,-0.2682313960172329,0.5521110421064077,-1.5464484999990828,0.04459687854260009,-0.6303241846249563,-8.064024558654236,0.6468242003330447,-0.08329119174571246,0.1433704181306691,0.1262870118979162,0.024598969065754164,1.8703249459718638,0.02115065934884975,-0.15690533490640868,-0.13439244668519462,-0.5258382297901623,-0.8434140919619108,-0.28161293808087945,-0.6432781370323448,0.0,2.624391810117503,0.0,Iceland
India,0.15969867648834013,1.8101345733701024,0.4913736636822271,-0.16928549812281565,-0.1703128073291359,-0.4854430520811887,-0.3111405125342981,2.152991181640709,-0.3483083734008474,-1.5457832371514737,-1.6027582910782583,-0.7606871986144591,-0.1428551018527819,-0.14409234201509133,-0.14845276964206072,-0.19765268084135507,-0.10524754304594909,-0.48939865333866583,-1.179105477973359,-0.10670949282250672,-0.24116826184843385,1.2888471329553752,-1.1177509616447596,-0.31586451080978317,-0.3428794168343697,-0.20693470283192122,India
Indonesia,-0.3178846994577855,-0.4582928988026399,-0.2534106906805127,-0.28002964364346966,-0.21126175118961074,-0.20977975663441506,0.2821127577978103,0.024069810045830146,-0.018238921603865536,-0.07501516773991956,0.029178781324615034,0.003926138501511654,0.004333010800360755,0.0100234090552689,-0.004046503412229309,-0.0061559463224511324,-0.011720652762244807,-0.014518742220384214,-0.06430154630393287,-0.012165342848338676,-0.02898099870678429,-0.4597191632630985,0.4059493652834711,0.24739923802878602,0.22608323346978204,-0.1568853940891408,Indonesia
Iran,-1.0700242930987678,-3.147086274934691,-1.1381480608732348,1.4923362659693713,5.814050159169919,-0.9585158146033509,0.9445365256440739,1.6171839811426387,-2.255233190126115,0.9397316188093935,-0.7154756567354753,-0.20695098169357806,-1.692287167365126,-0.135963655342191,-0.11734595099868746,-0.08724774344554065,-0.031449793811370176,-0.033755096886052015,2.6190698681335918,-0.02379633302467504,-0.026662073448369145,0.6644259646768153,0.07397989054166249,0.05868862520168979,0.1026960662006699,-0.222360115701419,Iran
Iraq,0.022704124315555265,-0.10713329654812496,0.052627603043596524,0.07397416390519784,0.10371739415214101,-0.02580322608950295,-0.32742015065565006,-0.08825625546555993,-0.031083011877656972,-0.20300997789460107,-1.3526339767953035,0.41706423380833735,0.18356197056523282,-0.019834418621498724,-0.0202854502194418,-0.011262369355812233,-0.0012629187173254768,0.0029939820477760206,0.07481478751286177,0.013540106176127305,-0.003676972147532283,-0.025172404679418968,-0.16894930659420776,0.13928110476918434,0.03727600823296266,0.4385042130469901,Iraq
Ireland,-1.8246694370582799,-0.36259563379301807,0.6728503797124328,-0.3172864935459011,-0.026662892905334648,0.24757959720512782,0.3235794769718732,0.06751807118133268,-0.2492182524134563,2.6075556108504707,0.3475099403024005,0.10124915130029287,-0.019477326734783335,-0.09718617201878302,-0.5202021386129818,0.36649305726697984,0.3801166681443948,-12.49209322555836,-0.0,0.06720898817851835,-0.1614864812698884,0.2637200464768687,-0.34166697905954463,-0.1261836854329572,-0.08479385655742915,0.0,Ireland
Israel,-0.20021808655674583,-0.27833612366650073,-1.1950149220314723,0.3678033223657595,0.0,0.0,0.8600641677089996,-1.068929577068336,0.43254982520464025,-0.047255525021747125,0.3315520030400422,0.11416116191226876,0.691532723901215,-0.35802098370502544,-0.6756570464773383,0.25030851648332014,0.05199136927753785,0.11644402241209116,-0.0,0.22769776228522223,-0.17115027650271958,-0.7136378254222749,-0.05454128497663465,0.395251800996773,-0.06972138750559348,0.13856314613189855,Israel
Italy,-0.4196737301644657,0.0,0.1980598113972927,-0.9981031957307211,-0.22163363620244197,0.07036153613382107,-0.16313868234720416,0.0,-1.298007473665753,-0.2804174573746096,-0.46747782188189574,0.19262031018680012,0.06833168810519805,0.28080033608849014,0.0,0.5093474719086069,0.16750457635887211,0.434491761498057,-0.0,-0.23250881320813443,-0.1977552115172754,0.07401845401338195,-1.3264726407283265,-3.3705975550401215,0.09599498649738193,0.0,Italy
Jamaica,0.1438127351575324,0.11938019520885536,-0.04305590341284702,1.372414012722818,-0.05328706229256922,-0.09577357813219924,-0.09937117756427134,-0.38947660517279054,-7.262710411635081,-3.5996925651869622,-1.387361264974777,-0.3724511427693729,0.48592791984497385,-0.23099800489626976,-0.15579177439424208,-0.2747763757571839,-0.22932713951974645,-0.25219823961537285,0.14400037130933466,-0.2072115330647605,-0.1965642675440039,-0.8281109358928235,0.3493904387414632,0.3694600735748254,-0.6461058545788522,0.6132264435590947,Jamaica
Japan,-0.04629475112338157,-0.21033874093299268,-0.21523252735507664,0.291984638967781,-0.4827121724420146,-0.018363178952644804,0.29349372924694006,0.03267624840776975,-0.2343906897305545,0.1818188703595994,0.17666248721348402,0.16662398084482377,-0.2879426763664657,0.0,1.7421857280544284,-0.991272807308079,-3.8957672495499107,0.1940649304491858,0.0,0.1627384564892418,0.0,1.793624190926798,-0.08435311054018403,0.12026202390080268,-0.22539276608437472,-0.055469386923398575,Japan
Jordan,3.3678263163399356,-0.18044100800730495,15.54172745440985,-0.5569739012422698,-0.8370912714492852,13.412989940719116,-1.3257794253698594,-0.3701078002011161,-2.064201237325839,-1.139802604605835,-0.48271542166469755,-0.3624703427865157,-0.3505146416868622,-0.12779206572331114,-0.13270858393972657,-0.04415773905443037,-0.054614110524337726,-0.016772052293493492,-0.1367648280938316,-0.08984464057809138,-0.2070858838468206,-0.6849369242754619,-0.38178667938958083,-0.62430633273094,-1.3966586424930727,-7.872795226208618,Jordan
Kazakhstan,0.5129418976804501,1.5366897230119514,1.2522081861566368,0.08858100795019387,0.16746230073274251,-1.5708026870991423,-0.8819877277769747,-7.80913320726495,0.24236250658013056,0.6439484768916152,0.2619606749011839,0.49084348627056545,0.06216976120168166,0.2298736434754509,0.01456552467932701,0.1559013095763766,0.2104008608793734,0.3078664444507663,0.38148519013530513,0.07333063652874605,-0.01362411490436269,0.1838924736401154,0.06397247326165285,-0.47786519071298733,0.020276104245273503,-0.0,Kazakhstan
Kenya,0.3089822108710579,0.5771175272873564,0.06478094966925345,-0.07433307075240841,-0.054909485764571726,1.7680991043008696,-0.16585506828174354,-0.2128973543237354,0.09628723759372873,0.27798140568354185,-5.449468821848029,0.922637736385984,-0.12890630173043935,-0.2644329447425657,-0.10734566810992682,-0.09455960775127974,-0.08864633115386748,-0.21947288067548718,-6.61089088822636,-0.4646446285485228,-1.1560082024473926,-0.14061371671222977,-0.34500780590843594,-0.23403628058529766,-1.126596157576978,-0.3012245065324726,Kenya
Kiribati,-0.06910313184065736,-25.996825437198957,0.41151314843637776,-0.09856458877109973,-2.124815651701713,-0.0906201121686049,1.4964345132136931,0.3834503532098218,-0.40368914203469003,-0.20441588384985956,0.07491208286615238,-0.08055268401575093,-0.02850571995185419,-0.08724756557561275,-0.062167972090840316,0.09434035813981126,-0.017474637964509408,-0.0725544567309732,0.04128680510246864,-0.026554702748758686,-0.037983151040592245,-0.22574176610252478,0.1970565389502733,0.19808225568582286,0.1508128706598277,-0.19556975482296984,Kiribati
Kuwait,0.15411834528883356,-0.04263338682285189,-0.050814448480507236,0.06628141943799401,0.21752461971630102,0.16370089616755024,-0.27933230522832325,-0.05895260641686608,-0.019332988128601503,-0.07990250716126011,0.25166182091872336,-0.390136551620758,-0.11562018425876433,-0.11140841900052575,-0.0666128447802975,-0.09505194542415965,-0.29154512169439595,-0.11002548256688147,0.08319711788276445,-1.072883779162615,-0.11094442798981682,-0.38471948105015674,0.4613649087071673,0.15878635225162652,0.03859454317785173,0.10820272097903093,Kuwait
Kyrgyzstan,0.2359660996407043,0.13345720267082856,0.6480257445503741,0.4931563994618167,-1.5530185743092972,-0.46598312990140855,1.4829528372016796,-0.43915921977256556,0.1482226413498563,-0.9252620968433607,0.0,0.0,0.2176577582064123,0.27499598216815274,-0.3692631549212716,0.567527621739425,0.0,0.1110390264130139,-0.35302331161629624,12.042133302271877,0.0,0.700074197898334,-0.35016493144978866,-20.37201649156109,-0.0,-36.63150048926558,Kyrgyzstan
Laos,-0.10162506151750483,-0.1791618307517908,-0.2643722036862229,-0.2413662887048476,-0.2913074732343408,-1.2850232604743,0.5072624418740187,0.16193644320295034,-0.39964768523460337,-0.2516640068757178,9.492184192888336,-1.3478939391691411,-0.26994247382870284,-0.1943854160886463,-0.23301630809153306,-0.13281046809871147,-0.10853223698042339,-0.11529075868804926,-0.69686677508841,-0.14937842490749165,-0.16168824828420433,-0.1873827210795964,-0.17197196582599167,-0.2629681414350076,-0.3373731398303643,-0.26676401389459614,Laos
Latvia,1.1565217376926984,0.21413605308387287,1.0978669702630832,-1.8174864829942337,-3.7468501844085367,-0.6133852705028141,-0.41060711100845976,-0.16647620585379733,1.0388895131182507,1.1754861740197156,-0.3887349859759015,0.20980490285910747,0.19417640773027434,-0.09542300122759376,0.4038588611436628,0.17786281555566566,0.11935153543174336,0.15443913928897587,0.29829243257535576,0.8331787226832165,-0.10438209949755,112.98608427745559,0.6383764407174661,1.7508427222929068,-0.23933568414626089,0.0,Latvia
Lebanon,-0.06638980176545103,-0.10672260237008369,-0.08712380856038693,-0.20712504393120632,-0.14843330403503044,-0.1791786014985886,-0.22855702577315604,-0.42700086193709,3.843182509498465,0.8425642892717039,2.760994005995887,-0.9799182301886259,-5.722635460895015,-1.9978132252838745,4.137863614864326,-3.2009824777940294,-0.235886950017091,-0.09439850399523789,-0.009292313232716138,0.1913740428005443,-2.453655483126197,0.49684200887812235,-1.9483258899520004,-0.3743097316819422,-0.49319427528394105,0.24067768838921566,Lebanon
