Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Greece,97892914156.0,105000000000.0,116000000000.0,109000000000.0,117000000000.0,137000000000.0,146000000000.0,143000000000.0,144000000000.0,149000000000.0,132000000000.0,136000000000.0,154000000000.0,202000000000.0,241000000000.0,248000000000.0,273000000000.0,318000000000.0,354000000000.0,330000000000.0,299000000000.0,288000000000.0,246000000000.0,240000000000.0,237000000000.0,197000000000.0,195000000000.0
Greenland,1113490426.0,1110663986.0,1134104729.0,1013197883.0,1099226077.0,1321063747.0,1308424762.0,1171432223.0,1256578301.0,1236642620.0,1167129075.0,1187105878.0,1277577634.0,1558732257.0,1822724234.0,1849737687.0,2013000810.0,2249850886.0,2498872564.0,2530008659.0,2503167187.0,2684604015.0,2610002190.0,2684851953.0,2842166694.0,2499157414.0,2706947486.0
Grenada,236097735.6,247498767.1,252195755.2,251933207.0,264345163.1,278231115.3,298358955.3,321228881.1,352961057.4,379902623.9,520064673.1,520409159.7,540347464.8,591007153.3,599112776.9,695350438.3,698733292.7,758634697.5,825985610.2,771263196.3,770971268.2,778582645.0,799926148.5,842585949.0,911542518.3,997044329.3,1061650469.0
Guatemala,6819970224.0,8385348112.0,9307717503.0,10162883317.0,11574243455.0,13065573233.0,14070111489.0,15855179422.0,17289954043.0,16329762185.0,17195628354.0,18702812657.0,20776560079.0,21917579649.0,23965289717.0,27211219452.0,30231129486.0,34113086776.0,39136267480.0,37733784326.0,41338167241.0,47654642403.0,50388436301.0,53851076162.0,58722077756.0,63767456152.0,68663326904.0
Guinea,3905810298.0,4126448900.0,4445763861.0,4422627395.0,4633821343.0,5260158688.0,5504299589.0,5374561909.0,4906115312.0,4751417950.0,4269440830.0,4075157395.0,4079550743.0,4765758843.0,5028097174.0,4063118776.0,4220017445.0,6281915556.0,6964182102.0,6716905190.0,6853462469.0,6785128824.0,7638045891.0,8376616988.0,8778464188.0,8794208570.0,8603836833.0
Guinea-Bissau,609205020.3,648699600.3,684021985.5,716162179.8,753126955.0,799794229.9,535822666.9,412428511.5,375694167.7,405864506.9,362681832.4,380098412.6,408256457.6,476387000.1,531109346.8,586796064.1,591839889.4,695991219.8,864654881.1,826797271.7,849052321.1,1098383349.0,989328098.3,1045792833.0,1053510081.0,1047439714.0,1179001545.0
Guyana,631893927.4,555754910.8,596196942.1,743978014.7,869616748.6,991392888.3,1125108710.0,1194659576.0,1144244839.0,1107947361.0,1136504700.0,1135686556.0,1157959507.0,1184962403.0,1256329196.0,1315426190.0,1458432401.0,1740344021.0,1922594266.0,2025556778.0,2259272216.0,2576601882.0,2851112093.0,2989991267.0,3077050495.0,3179108259.0,3436602421.0
Haiti,3096288920.0,2995764630.0,2111494917.0,1806357222.0,2124936276.0,2695542645.0,2970918392.0,3242689806.0,3757489592.0,4088697849.0,3664502614.0,3508109954.0,3214578626.0,2826698538.0,3660485909.0,4046640206.0,4747464552.0,6174273746.0,6416369743.0,6502330052.0,6707775479.0,7473673175.0,7817556574.0,8384564389.0,8650256907.0,8354844645.0,7597788591.0
Honduras,3637287837.0,3660637790.0,4079388727.0,4182544855.0,4094781916.0,4724461093.0,4867935362.0,5625880232.0,6278032535.0,6471063737.0,7187325850.0,7652728801.0,7860017047.0,8233824091.0,8870978911.0,9757008945.0,10917472583.0,12361260847.0,13881731631.0,14587505178.0,15839338879.0,17710273909.0,18528557005.0,18499735371.0,19756511598.0,20979764059.0,21717606618.0
Hungary,37192697024.0,34753394786.0,38730552191.0,40125306449.0,43150748228.0,46438734950.0,46658756309.0,47296956781.0,48706832784.0,49073330185.0,47218420710.0,53749530599.0,67602813164.0,85302008173.0,104000000000.0,113000000000.0,116000000000.0,140000000000.0,158000000000.0,131000000000.0,131000000000.0,141000000000.0,128000000000.0,135000000000.0,141000000000.0,125000000000.0,128000000000.0
Iceland,6372932794.0,6807149701.0,6976183552.0,6126317886.0,6294852930.0,7018051323.0,7330802419.0,7580989864.0,8494029096.0,8971545345.0,9003774011.0,8205444040.0,9294655271.0,11414176433.0,13834663205.0,16812367800.0,17216819652.0,21514821936.0,17905190839.0,13164446275.0,13684287739.0,15158407788.0,14723626123.0,16033860558.0,17757941934.0,17388785710.0,20618549451.0
India,329000000000.0,291000000000.0,294000000000.0,287000000000.0,328000000000.0,372000000000.0,394000000000.0,426000000000.0,430000000000.0,462000000000.0,476000000000.0,491000000000.0,513000000000.0,599000000000.0,703000000000.0,824000000000.0,939000000000.0,1180000000000.0,1270000000000.0,1320000000000.0,1670000000000.0,1870000000000.0,1860000000000.0,1920000000000.0,2040000000000.0,2150000000000.0,2290000000000.0
Indonesia,133000000000.0,149000000000.0,162000000000.0,184000000000.0,206000000000.0,235000000000.0,265000000000.0,251000000000.0,111000000000.0,164000000000.0,176000000000.0,171000000000.0,208000000000.0,250000000000.0,273000000000.0,304000000000.0,388000000000.0,460000000000.0,543000000000.0,575000000000.0,755000000000.0,893000000000.0,918000000000.0,913000000000.0,891000000000.0,861000000000.0,932000000000.0
Iran,96363628707.0,105000000000.0,110000000000.0,119000000000.0,114000000000.0,114000000000.0,126000000000.0,117000000000.0,113000000000.0,118000000000.0,112000000000.0,122000000000.0,150000000000.0,155000000000.0,190000000000.0,226000000000.0,266000000000.0,350000000000.0,412000000000.0,416000000000.0,491000000000.0,603000000000.0,603000000000.0,539000000000.0,444000000000.0,393000000000.0,425000000000.0
Iraq,23876932100.0,8363091775.0,9878123905.0,7055254886.0,5642911973.0,4863143858.0,8529100615.0,9323351343.0,11891649455.0,20749775107.0,23656884843.0,24733100780.0,24390085274.0,23143472845.0,36638237233.0,49954881076.0,64805393085.0,88840030083.0,124000000000.0,129000000000.0,139000000000.0,186000000000.0,218000000000.0,235000000000.0,228000000000.0,167000000000.0,167000000000.0
Ireland,49366628696.0,49847984499.0,55989047354.0,52478438583.0,57167306429.0,69224464101.0,75878328068.0,82828712307.0,90082078729.0,98689307091.0,99852670186.0,109000000000.0,128000000000.0,164000000000.0,194000000000.0,212000000000.0,232000000000.0,270000000000.0,275000000000.0,236000000000.0,222000000000.0,237000000000.0,225000000000.0,239000000000.0,258000000000.0,291000000000.0,301000000000.0
Israel,58886531943.0,67414240957.0,75446875303.0,75824837076.0,86160347599.0,100000000000.0,110000000000.0,115000000000.0,116000000000.0,117000000000.0,132000000000.0,131000000000.0,121000000000.0,127000000000.0,135000000000.0,143000000000.0,154000000000.0,179000000000.0,216000000000.0,207000000000.0,234000000000.0,261000000000.0,257000000000.0,293000000000.0,310000000000.0,300000000000.0,319000000000.0
Italy,1180000000000.0,1240000000000.0,1310000000000.0,1060000000000.0,1090000000000.0,1170000000000.0,1310000000000.0,1240000000000.0,1270000000000.0,1250000000000.0,1140000000000.0,1170000000000.0,1270000000000.0,1570000000000.0,1800000000000.0,1860000000000.0,1950000000000.0,2210000000000.0,2400000000000.0,2190000000000.0,2130000000000.0,2290000000000.0,2090000000000.0,2140000000000.0,2160000000000.0,1840000000000.0,1880000000000.0
Jamaica,5277013678.0,4716924604.0,4222639450.0,5440080055.0,5452556719.0,6577505129.0,7393874516.0,8400035301.0,8787198991.0,8887064825.0,9005059211.0,9194739295.0,9718994745.0,9430243596.0,10174669396.0,11243846740.0,11930217091.0,12799607019.0,13709370116.0,12120467986.0,13220564562.0,14444845813.0,14806876294.0,14284895437.0,13897791240.0,14196475047.0,14075927419.0
Japan,3130000000000.0,3580000000000.0,3910000000000.0,4450000000000.0,4910000000000.0,5450000000000.0,4830000000000.0,4410000000000.0,4030000000000.0,4560000000000.0,4890000000000.0,4300000000000.0,4120000000000.0,4450000000000.0,4820000000000.0,4760000000000.0,4530000000000.0,4520000000000.0,5040000000000.0,5230000000000.0,5700000000000.0,6160000000000.0,6200000000000.0,5160000000000.0,4850000000000.0,4390000000000.0,4930000000000.0
Jordan,4062238433.0,4237111436.0,5374591405.0,5664353395.0,6301832462.0,6802363983.0,7000386558.0,7321590880.0,7994956127.0,8234730322.0,8549014073.0,9069565631.0,9682524286.0,10301706217.0,11530394715.0,12720097826.0,15214141659.0,17289247147.0,22202243756.0,23943516812.0,26519620320.0,28907576661.0,30935220776.0,33617483818.0,36050412129.0,37922647639.0,39196678668.0
Kazakhstan,29674924289.0,27317664540.0,26454047734.0,24579190904.0,21948621981.0,20561534770.0,21035356487.0,22165934941.0,22135261442.0,16870819381.0,18291996748.0,22152692101.0,24636590044.0,30833698994.0,43151647627.0,57123656899.0,81003838871.0,105000000000.0,133000000000.0,115000000000.0,148000000000.0,193000000000.0,208000000000.0,237000000000.0,221000000000.0,184000000000.0,137000000000.0
Kenya,12664485180.0,11937649306.0,11800664724.0,8192962991.0,10425506045.0,13427994849.0,13740576608.0,14958504216.0,16085592799.0,14688217579.0,14464785520.0,14900119145.0,15092276427.0,17104698940.0,18471263181.0,21505533043.0,25826245246.0,31959313865.0,35896881446.0,37022307286.0,39999685257.0,41953447852.0,50410160576.0,55096749635.0,61448082622.0,64007784618.0,69188772070.0
Kiribati,39994218.83,47371781.63,48086362.79,47038559.99,54809326.07,55976186.17,66868460.59,67228574.44,65640245.94,69155918.11,74707248.19,65233374.06,73730882.82,94206736.95,102369462.7,112128927.3,110234784.2,132679881.3,141043653.2,132418435.7,156130510.2,181724199.0,190103144.9,185100531.2,178868718.8,169137201.7,181557665.5
Kuwait,18470871563.0,11014237222.0,19868776501.0,23956511858.0,24859294730.0,26554163615.0,31492104604.0,30351213920.0,25945405428.0,30123476941.0,37717816724.0,34889448498.0,38135649761.0,47873988053.0,59436877368.0,80797874024.0,102000000000.0,115000000000.0,147000000000.0,106000000000.0,115000000000.0,154000000000.0,174000000000.0,174000000000.0,163000000000.0,115000000000.0,109000000000.0
Kyrgyzstan,2607989573.0,2482002455.0,2187282016.0,1892954713.0,1545055074.0,1491893740.0,1826706624.0,1767358033.0,1640372163.0,1249597342.0,1370076479.0,1527210887.0,1605695240.0,1921531645.0,2212207311.0,2460243403.0,2834167234.0,3802564705.0,5139949175.0,4690059586.0,4794366242.0,6197771558.0,6605144707.0,7335045318.0,7468088313.0,6678183087.0,6813092031.0
Laos,901795440.2,1071274659.0,1228791031.0,1387010214.0,1608568307.0,1852406521.0,1952594427.0,1819883136.0,1339287476.0,1515458803.0,1806027495.0,1827359032.0,1906867796.0,2184279301.0,2576838115.0,2946350268.0,3605985900.0,4570008380.0,5731763439.0,6056946699.0,7313450659.0,8741715072.0,10191355070.0,11942233835.0,13268421706.0,14390446134.0,15805692481.0
Latvia,9628522545.0,8917627931.0,5941431399.0,5177851724.0,5322592448.0,5390127534.0,5951653085.0,6508716634.0,7146236497.0,7517877296.0,7934418210.0,8334313810.0,9529859454.0,11731172257.0,14355635527.0,16908980244.0,21437071791.0,30899685276.0,35655708282.0,26253339266.0,23803836175.0,28490646167.0,28176653078.0,30272472353.0,31382794346.0,27090033224.0,27734126170.0
Lebanon,2950183262.0,4355707814.0,5734177600.0,7909028901.0,9363554957.0,11505954188.0,13632410761.0,15595120412.0,16910044021.0,17008964208.0,16678521214.0,17065261439.0,18712361081.0,19801590716.0,21145513972.0,21489941102.0,22048722310.0,24873514823.0,29227553558.0,35477280265.0,38419658428.0,40075657410.0,44230791658.0,46866532151.0,48296115050.0,49973916254.0,51239050034.0
Lesotho,628647219.8,699943199.6,839530708.7,834451743.2,853819142.8,955409277.7,957093779.0,1041538142.0,913489845.7,913607118.6,879084380.5,805149805.3,748567728.8,1104657835.0,1406778096.0,1559648268.0,1628596407.0,1820824003.0,1870718463.0,1865972607.0,2385936376.0,2788017528.0,2678496948.0,2526018072.0,2614580837.0,2464548253.0,2304613571.0
Liberia,595206100.6,538843463.2,346065155.3,248363489.3,204698172.9,208723808.7,246815067.5,418609180.6,510978200.2,616002494.3,644942241.2,637808857.9,686682414.0,529062975.2,643918537.1,706232119.1,815419829.0,949000000.0,1101000916.0,1154998769.0,1292000332.0,1538001148.0,1734001258.0,1936001367.0,2053000942.0,2074548200.0,2140387483.0
Libya,31088362342.0,34409312355.0,36447811019.0,32976905368.0,30772502543.0,28292433183.0,31284198072.0,33193986839.0,29896736132.0,33639739556.0,38470520905.0,34061333600.0,21912682153.0,26235912669.0,33292801138.0,45451488692.0,55076751919.0,62668046085.0,95326439108.0,68838187530.0,80942471864.0,40587257116.0,101000000000.0,65825467266.0,33817937456.0,17665671751.0,15319672948.0
Liechtenstein,1755921458.0,1899251183.0,2033047265.0,2011579055.0,2244755861.0,2695594128.0,2718515398.0,2563442673.0,2742117508.0,2946136385.0,2747178267.0,2755187423.0,2974132890.0,3396004609.0,3819644200.0,4046717986.0,4424736672.0,5089173411.0,5619790143.0,4981274182.0,5621369550.0,6349153186.0,6034435862.0,6392749775.0,6656734817.0,6267676669.0,6236802648.0
Lithuania,10239532055.0,9984977020.0,8041454216.0,6896196300.0,6355583407.0,6702333903.0,8385253244.0,10120451389.0,11240551070.0,10973092244.0,11539419841.0,12252702609.0,14275455631.0,18802836994.0,22646715949.0,26141336380.0,30208444501.0,39731635113.0,47895714555.0,37439390925.0,37034568407.0,43466119047.0,42842537129.0,46442117543.0,48526017176.0,41392283613.0,43021942707.0
Luxembourg,13228730751.0,14321807076.0,16066563631.0,16486496021.0,18326657918.0,21588238847.0,21776159573.0,19731889542.0,20208440007.0,22235334442.0,21263644782.0,21272180112.0,23617456300.0,29555854918.0,34687019534.0,37346955125.0,42412226544.0,50885736868.0,55851525290.0,51368379982.0,53212581584.0,60005207972.0,56677748253.0,61738669456.0,66103376397.0,57744457955.0,60691692990.0
Macao,8552115524.0,9165558409.0,10157296305.0,11298720788.0,10780468000.0,10633179698.0,11116141353.0,11131452423.0,11140461689.0,11043502263.0,11823880692.0,12950916996.0,14049761847.0,15607128147.0,16417205427.0,16271564600.0,17664633065.0,19537214687.0,21021161411.0,22455162075.0,24110717652.0,25922146712.0,27146422791.0,,,,
Madagascar,3609225478.0,3132846972.0,3511107127.0,3913226610.0,3456058605.0,3668342302.0,4637847042.0,4116181914.0,4339993062.0,4320179060.0,4501715508.0,5258510036.0,5104914392.0,6354960023.0,5066221300.0,5849435013.0,6402802396.0,8524616504.0,10725139331.0,9616878472.0,9982711338.0,11551821211.0,11578972991.0,12423557621.0,12522962179.0,11323016962.0,11848613860.0
Malawi,3166319628.0,3658044144.0,3285104572.0,3612300468.0,2134244101.0,2473657908.0,2974842413.0,3140905232.0,3214449286.0,3208979178.0,3150374915.0,3101596033.0,3495601574.0,3209167311.0,3476332701.0,3655889267.0,3998014567.0,4432938134.0,5321015267.0,6191129084.0,6959656176.0,8006871232.0,5721432648.0,5290355038.0,5964922567.0,6431416884.0,5309941720.0
Malaysia,44024585240.0,49134819465.0,59151690971.0,66894977268.0,74482454691.0,88832693374.0,101000000000.0,100000000000.0,72175291695.0,79148403589.0,93789716624.0,92783931715.0,101000000000.0,110000000000.0,125000000000.0,144000000000.0,163000000000.0,194000000000.0,231000000000.0,202000000000.0,255000000000.0,298000000000.0,314000000000.0,323000000000.0,338000000000.0,301000000000.0,301000000000.0
Maldives,280693624.9,318996584.4,371841794.7,420814701.6,464675013.0,566357398.3,639298037.8,721399700.2,766625299.3,836406734.0,886224240.9,887128387.6,913322384.3,1052114104.0,1226829565.0,1163347874.0,1575210011.0,1868400183.0,2271619731.0,2345248424.0,2588147752.0,2774335578.0,2886120343.0,3295001302.0,3697378651.0,4109407419.0,4379069810.0
Mali,2731729845.0,3007865587.0,3095266279.0,3054979085.0,2233407913.0,2836908100.0,3147710518.0,2871844603.0,3275071776.0,3439463285.0,2954130482.0,3465306882.0,3889759008.0,4703503177.0,5444477694.0,6245027761.0,6899799659.0,8145689558.0,9750824170.0,10181020573.0,10678748293.0,12978109683.0,12442743908.0,13245776666.0,14388384615.0,13094841958.0,14042789718.0
Malta,2634696522.0,2844438188.0,3125563039.0,2802089460.0,3101360685.0,3697294344.0,3806231799.0,3776241343.0,3975639172.0,4093691978.0,4053381833.0,4066389941.0,4467166494.0,5415721499.0,6044019075.0,6393209380.0,6782943928.0,7930398237.0,8977525947.0,8527833628.0,8740623597.0,9501422475.0,9212076249.0,10151604856.0,11281033436.0,10702383507.0,11442196348.0
Marshall Islands,79200008.05,83276604.52,91909713.53,100384819.1,109079875.7,121347658.7,111873556.9,106307005.2,108700178.0,107977552.8,110991398.9,115204520.6,124937287.5,127269540.8,132734891.0,140278521.3,146676459.5,154249168.1,155243480.9,154885435.4,168298500.6,175522954.0,186590926.3,192288784.7,185166900.6,181477846.1,197775228.6
Mauritania,2085838677.0,2236480865.0,2266044889.0,1935843464.0,2051367460.0,2160776091.0,2185887860.0,2124289623.0,1852282621.0,1807145806.0,1663145852.0,1665573740.0,1702707350.0,2009521306.0,2428682626.0,2808368935.0,3723582123.0,4288725333.0,5210533719.0,4543448787.0,5449712471.0,6125689232.0,6291886444.0,6779068412.0,6706741736.0,6320660939.0,6566132113.0
Mauritius,2735085156.0,2929758298.0,3412631916.0,3451959745.0,3769203655.0,4272672261.0,4673783479.0,4425881082.0,4407204698.0,4535529350.0,4869263671.0,4817364073.0,5055068396.0,6073432612.0,6869307402.0,6775317310.0,7028810755.0,8150156749.0,9990356849.0,9128879801.0,10003654658.0,11518358189.0,11668705835.0,12129716728.0,12803398234.0,11692296350.0,12232517862.0
Mexico,300000000000.0,359000000000.0,415000000000.0,501000000000.0,528000000000.0,360000000000.0,411000000000.0,500000000000.0,527000000000.0,600000000000.0,708000000000.0,757000000000.0,772000000000.0,729000000000.0,782000000000.0,877000000000.0,975000000000.0,1050000000000.0,1110000000000.0,900000000000.0,1060000000000.0,1180000000000.0,1200000000000.0,1270000000000.0,1310000000000.0,1170000000000.0,1080000000000.0
Moldova,4034660500.0,3441846379.0,2498061791.0,2527202143.0,1782834397.0,1795378128.0,1727225777.0,1973118363.0,1750157478.0,1213647021.0,1340727405.0,1543001062.0,1732055243.0,2060946013.0,2698663524.0,3104632696.0,3541694246.0,4579984462.0,6312390478.0,5683868425.0,6083264105.0,7344325975.0,7605985476.0,8296179462.0,8306021758.0,6764332054.0,7048826774.0
Monaco,2431890828.0,2433359007.0,2686201188.0,2536944816.0,2673418489.0,3071861858.0,3079621600.0,2784951072.0,2881368434.0,2860677145.0,2610104273.0,2636608844.0,2861552932.0,3523837906.0,4051378432.0,4202851734.0,4582578136.0,5867923308.0,6474529397.0,5451938518.0,5361897813.0,6080897731.0,5742976591.0,6553333428.0,7059538116.0,6259960469.0,6467950642.0
Mongolia,1715393866.0,1609426287.0,1489761146.0,1479265061.0,1545594511.0,1677607602.0,1600907251.0,1431171269.0,1320023501.0,1232521908.0,1318230001.0,1470244016.0,1619294258.0,1849736732.0,2309764994.0,2925964915.0,3958581868.0,4910465769.0,6520099827.0,5314954123.0,7189499039.0,10409811266.0,12292756228.0,12582059692.0,12226552291.0,11749604614.0,11186728589.0
Montenegro,2147140249.0,1754015626.0,1481173480.0,819906352.2,845863968.4,1214901504.0,873894291.7,846321641.0,858901825.6,836591769.5,991259495.5,1170033216.0,1292543663.0,1720712708.0,2093224872.0,2278745778.0,2721776936.0,3680516890.0,4545784385.0,4159039773.0,4138985388.0,4538515852.0,4087828156.0,4464506277.0,4587749208.0,4053091007.0,4373993891.0
Morocco,30319696058.0,32682608869.0,33403924157.0,31467878548.0,35636249980.0,38727709553.0,43017352873.0,39231486459.0,42052873936.0,41750587082.0,38900794928.0,39639348182.0,42468906556.0,52351222750.0,59838081417.0,62544746135.0,68971589787.0,79040965659.0,92506947652.0,92897320376.0,93217207536.0,101000000000.0,98265829526.0,107000000000.0,110000000000.0,101000000000.0,103000000000.0
Mozambique,3860827247.0,3574643410.0,2559162685.0,2674914311.0,2748465678.0,2816680282.0,3859393916.0,4629830348.0,5337313848.0,5807465619.0,5494152846.0,5220854846.0,5510654932.0,6130366683.0,7482352699.0,8459279767.0,9103565707.0,10258593883.0,12589349126.0,11950685726.0,11121163009.0,14381555744.0,16350820185.0,16974312410.0,17716092140.0,15950978263.0,11936989954.0
Myanmar,5179092019.0,5319401477.0,5966242656.0,6476460865.0,7109406982.0,7762803261.0,8414235311.0,9043063546.0,5925855360.0,6575622751.0,7275325504.0,7633917433.0,10369131902.0,9924909069.0,10253850279.0,11930830319.0,13851581637.0,18232526764.0,25864444150.0,32934811928.0,41444930424.0,57888471978.0,61013747075.0,62139521586.0,66299753288.0,62543488503.0,64589895869.0
Namibia,2785730422.0,2992656512.0,3424700720.0,3218428739.0,3636656848.0,3942496921.0,3945295662.0,4102675603.0,3826529758.0,3818968676.0,3834003691.0,3476450651.0,3275648313.0,4811952508.0,6480422104.0,7121345521.0,7834990710.0,8740917730.0,8486648113.0,8876196869.0,11282174730.0,12409574913.0,13016287055.0,12717836979.0,12786147223.0,11650622698.0,11286164657.0
Nauru,49245859.42,45551855.89,42651895.19,36808648.41,36680961.08,34848743.45,33763316.84,30913076.41,24002985.05,24577401.85,21712244.79,19044308.68,19063036.44,24091446.3,27633832.4,26290343.86,25389490.45,23120961.58,41499593.82,54275926.89,59300911.05,87901094.73,120490035.8,118166788.6,132826895.3,104262699.7,120477094.8
Nepal,3780186652.0,3468572879.0,3756771046.0,3787172012.0,4330700317.0,4534419555.0,4713497173.0,5191233112.0,4895253098.0,5380888843.0,5730377482.0,5890907874.0,5899626457.0,6464693976.0,7285498150.0,8258829299.0,8990150545.0,10958771913.0,11692063287.0,12739823978.0,16280799516.0,18467306133.0,17927225207.0,18227221944.0,19738007070.0,20801204662.0,20982330982.0
Netherlands,318000000000.0,327000000000.0,363000000000.0,354000000000.0,379000000000.0,452000000000.0,450000000000.0,417000000000.0,438000000000.0,447000000000.0,416000000000.0,431000000000.0,472000000000.0,579000000000.0,657000000000.0,685000000000.0,733000000000.0,847000000000.0,948000000000.0,868000000000.0,847000000000.0,904000000000.0,839000000000.0,877000000000.0,891000000000.0,765000000000.0,784000000000.0
New Zealand,45440231342.0,43833516628.0,42061253147.0,45641504837.0,53563987501.0,63151504877.0,69492563029.0,69302010499.0,57180304624.0,59921717914.0,54443281008.0,54109182721.0,62520320353.0,83910487929.0,102000000000.0,115000000000.0,112000000000.0,137000000000.0,133000000000.0,121000000000.0,147000000000.0,168000000000.0,176000000000.0,191000000000.0,201000000000.0,177000000000.0,188000000000.0
Nicaragua,3554968357.0,3653864047.0,3874554842.0,4133617316.0,3848591557.0,4118083965.0,4293728592.0,4375336064.0,4619890290.0,4839839026.0,5092561745.0,5333912439.0,5206309243.0,5304482883.0,5773615840.0,6300253807.0,6763664855.0,7423389556.0,8496973418.0,8298719876.0,8758591834.0,9774322877.0,10532024482.0,10982997231.0,11880444457.0,12756683991.0,13286084767.0
Niger,3515060412.0,3336200414.0,3466066375.0,3182042694.0,1967928203.0,2380420841.0,2548523176.0,2346768706.0,2681367059.0,2637869255.0,2301395063.0,2506122398.0,2857840498.0,3518751720.0,3860410324.0,4489380167.0,4859457088.0,5708052295.0,7200264304.0,7191945566.0,7620316109.0,8540554856.0,9250854805.0,10217945748.0,10966549968.0,9659340276.0,10287508599.0
Nigeria,61535973378.0,59544904628.0,52376402628.0,56974939553.0,49485505504.0,50486421931.0,53567997026.0,56092182711.0,58187701621.0,59372609503.0,69448735873.0,74030397750.0,95385854507.0,105000000000.0,136000000000.0,176000000000.0,236000000000.0,276000000000.0,337000000000.0,292000000000.0,363000000000.0,410000000000.0,459000000000.0,515000000000.0,568000000000.0,495000000000.0,405000000000.0
North Korea,14912513220.0,13656397290.0,12417529297.0,10701720519.0,8295919147.0,4858919023.0,10587637898.0,10313678659.0,10265632255.0,10269826622.0,10592235103.0,11014232913.0,10922379455.0,11087936828.0,11225103329.0,13097826806.0,13834772695.0,14448170577.0,13404990775.0,12096689853.0,14016470813.0,15769448611.0,15988711956.0,16649703008.0,17484753286.0,16365856315.0,16872067381.0
Norway,120000000000.0,122000000000.0,131000000000.0,121000000000.0,127000000000.0,152000000000.0,164000000000.0,161000000000.0,154000000000.0,162000000000.0,171000000000.0,174000000000.0,196000000000.0,229000000000.0,265000000000.0,309000000000.0,346000000000.0,401000000000.0,462000000000.0,386000000000.0,429000000000.0,498000000000.0,510000000000.0,523000000000.0,498000000000.0,386000000000.0,369000000000.0
Oman,11556012154.0,11215970388.0,12314754974.0,12355937733.0,12775821512.0,13650015342.0,15108695638.0,15662312444.0,13996883608.0,15593414732.0,19507452507.0,19451975048.0,20142773428.0,21633690088.0,24763783884.0,31082028856.0,37215707554.0,42085442844.0,60905297480.0,48388363516.0,56913084492.0,67872567322.0,76511103680.0,78555616500.0,68399578400.0,65480399759.0,70597994761.0
Pakistan,51666172416.0,55973301173.0,62958367556.0,62134064522.0,66919639648.0,77266089264.0,76999764196.0,77394423168.0,77886383085.0,77779557952.0,76865939091.0,73268808052.0,80353153317.0,90990619900.0,104000000000.0,118000000000.0,136000000000.0,152000000000.0,151000000000.0,162000000000.0,175000000000.0,212000000000.0,215000000000.0,220000000000.0,249000000000.0,267000000000.0,278000000000.0
