Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Palau,78854763.99,86835678.34,93356803.03,85904593.63,91054986.84,110352048.9,131874764.9,142788081.3,147943506.5,143092381.3,147825262.1,158191633.7,161656150.6,157986922.9,173321639.6,184496773.7,189077228.7,194640425.2,198066708.1,183419439.0,183488593.1,193176575.2,211043507.5,223350326.4,243133174.2,280376094.0,300007067.7
Palestine,1822354346.0,1970434746.0,2433753180.0,2622774896.0,2859244021.0,3298552002.0,3421040829.0,3767324939.0,4002208099.0,4146318971.0,4157096869.0,3855568651.0,3439854799.0,3867369678.0,4250254011.0,4756718639.0,4974330138.0,5410130918.0,6808652901.0,7536997219.0,9038228015.0,10467263543.0,11455516051.0,12714538950.0,13183415040.0,13173161121.0,14512890193.0
Panama,6174494096.0,6789358308.0,7717989552.0,8428412176.0,8987607657.0,9187715446.0,9472434539.0,10246701528.0,11108710963.0,11641056021.0,11808021200.0,11997990223.0,12470340807.0,13141802361.0,14407965057.0,15714117887.0,17413398882.0,21295959565.0,25155888616.0,27116635565.0,29440319909.0,34686186868.0,40429830885.0,45600136675.0,49921425977.0,54091754667.0,57957522430.0
Papua New Guinea,4937209690.0,5806908704.0,6578223095.0,7476813087.0,7995796362.0,7273587954.0,7740449688.0,7398149622.0,5655036996.0,5160298691.0,5258413190.0,4610043786.0,4579968608.0,5583796893.0,6276114873.0,7312283686.0,8306243913.0,9544908372.0,11670727618.0,11619355934.0,14250766607.0,17985037259.0,21295345668.0,21261232526.0,23003724072.0,22961533230.0,21480179743.0
Paraguay,6022335449.0,7148187473.0,7373931947.0,7864105600.0,8984541146.0,10440230329.0,11330442553.0,11483998738.0,10246126818.0,9450334971.0,9184331987.0,8343407756.0,8187336221.0,8527708862.0,10399148547.0,11306221256.0,13780611174.0,17856378512.0,24577081150.0,22347104512.0,27239040781.0,33715551721.0,33283213342.0,38585300260.0,40276520636.0,36164068797.0,36054462708.0
Peru,29118873770.0,34354520832.0,35884254590.0,34642895023.0,44662894900.0,53371171418.0,55274187016.0,58143891811.0,55490119690.0,50204634392.0,51743266476.0,52048959815.0,54796238180.0,58743386904.0,66780961207.0,76080400811.0,88658554683.0,102000000000.0,121000000000.0,121000000000.0,148000000000.0,172000000000.0,193000000000.0,201000000000.0,201000000000.0,190000000000.0,192000000000.0
Philippines,49095183763.0,50320475184.0,58695342692.0,60237427713.0,71002665263.0,82121270538.0,91790462717.0,91233718153.0,72206935644.0,82995181179.0,81025844014.0,76261993862.0,81357660195.0,83908154037.0,91371217479.0,103000000000.0,122000000000.0,149000000000.0,174000000000.0,168000000000.0,200000000000.0,224000000000.0,250000000000.0,272000000000.0,285000000000.0,293000000000.0,305000000000.0
Poland,65977748211.0,85557037074.0,94368668617.0,96204879400.0,111000000000.0,142000000000.0,160000000000.0,159000000000.0,174000000000.0,170000000000.0,172000000000.0,191000000000.0,199000000000.0,218000000000.0,255000000000.0,306000000000.0,345000000000.0,429000000000.0,534000000000.0,440000000000.0,479000000000.0,529000000000.0,500000000000.0,524000000000.0,545000000000.0,478000000000.0,472000000000.0
Portugal,78718229501.0,89236947970.0,108000000000.0,95013567968.0,99692316987.0,118000000000.0,123000000000.0,117000000000.0,124000000000.0,127000000000.0,118000000000.0,121000000000.0,134000000000.0,165000000000.0,189000000000.0,197000000000.0,209000000000.0,240000000000.0,262000000000.0,244000000000.0,238000000000.0,245000000000.0,216000000000.0,226000000000.0,230000000000.0,199000000000.0,206000000000.0
Qatar,7360393198.0,6883530608.0,7646277322.0,7156593407.0,7374494182.0,8137991337.0,9059340659.0,11297781093.0,10255568880.0,12393066697.0,17759860134.0,17538490056.0,19363857123.0,23533894762.0,31734085165.0,44530190730.0,60881534977.0,79712428942.0,115000000000.0,97798127370.0,125000000000.0,168000000000.0,187000000000.0,199000000000.0,206000000000.0,162000000000.0,152000000000.0
Romania,40591441348.0,30624267263.0,20780925419.0,27980446755.0,31920322591.0,37656955051.0,37168265558.0,35838865161.0,41978018093.0,36183382584.0,37439016011.0,40717136299.0,46173967461.0,59867632330.0,76217589760.0,98454356100.0,122000000000.0,175000000000.0,214000000000.0,174000000000.0,166000000000.0,183000000000.0,171000000000.0,191000000000.0,200000000000.0,178000000000.0,188000000000.0
Russia,577000000000.0,566000000000.0,494000000000.0,461000000000.0,411000000000.0,403000000000.0,395000000000.0,408000000000.0,274000000000.0,198000000000.0,262000000000.0,310000000000.0,349000000000.0,436000000000.0,597000000000.0,770000000000.0,995000000000.0,1300000000000.0,1660000000000.0,1220000000000.0,1520000000000.0,2040000000000.0,2200000000000.0,2290000000000.0,2050000000000.0,1360000000000.0,1280000000000.0
Rwanda,2435032398.0,1812573337.0,1914767960.0,1854309100.0,1141599203.0,1230118869.0,1331326431.0,1790929946.0,1925274010.0,1817682292.0,1734686065.0,1674973003.0,1676605744.0,1846909100.0,2088494294.0,2581467135.0,3152018109.0,3824812738.0,4860576006.0,5379377881.0,5772288798.0,6563314967.0,7335232779.0,7622526729.0,8016287401.0,8277674640.0,8475056522.0
Saint Kitts and Nevis,217264655.8,220551664.3,242101338.5,263794027.3,295166351.5,313507537.6,333920858.0,374292867.3,382909508.2,406263395.0,421137831.5,458212301.6,480631922.9,469430783.0,506889057.5,547145312.9,644329435.0,689155343.7,751120495.9,747862963.0,760092827.3,817676568.8,800318547.5,839724019.0,916602770.4,923173584.9,971241914.4
Saint Lucia,464949588.7,500333802.0,555806031.7,556072286.4,579378966.1,617469412.7,657108794.1,669608343.8,735004268.7,773865812.6,782217702.9,738141850.3,741844444.4,805837037.0,885268094.1,935411443.4,1134543336.0,1280741674.0,1286708513.0,1279471474.0,1400417184.0,1446028072.0,1440082075.0,1483747479.0,1559168317.0,1659157206.0,1701634635.0
Saint Vincent and the Grenadines,234265797.9,250884255.0,275828567.3,281989430.4,287689749.2,312217032.4,329291786.3,347222684.8,375266586.2,390151030.4,396273992.3,430284332.1,461887750.3,481785912.8,521982924.6,550770767.8,611042521.7,684405904.6,695451324.3,674907763.8,681257389.9,676090054.4,692948148.1,721220686.6,727761608.5,755310028.6,774486230.2
Samoa,115250613.9,115017730.5,121248600.2,121985080.7,203815015.5,201503935.4,226805879.6,246937498.8,231426265.9,236090545.4,237621452.8,246226552.8,271649195.7,330765242.4,395843048.0,446699950.9,463470858.1,662001252.8,674950395.5,615009102.6,692109966.2,761073754.1,755410841.0,763941984.2,780762644.1,786873245.8,821658620.4
San Marino,832052244.4,877206935.8,929556883.7,825115803.0,895093458.7,1019621885.0,1174048874.0,1107785582.0,1189027533.0,1257727879.0,1140693189.0,1201910098.0,1297098320.0,1655269638.0,1942066010.0,2027428774.0,2164937867.0,2487967401.0,2751823041.0,2363426301.0,2138794784.0,2053533348.0,1800493665.0,1865072064.0,1844451220.0,1418744405.0,1467301871.0
Sao Tome and Principe,113455486.1,102204659.4,90213047.6,119585871.6,124903176.2,98615970.76,128558581.9,87416446.12,68747621.86,73517791.1,72466452.34,72232772.55,81054978.54,96337533.96,105360438.2,126193762.4,134437007.4,145824785.1,188023366.8,187822116.9,197455119.9,233209718.4,252547176.2,302908149.3,337606537.8,308121330.8,337554913.6
Saudi Arabia,117000000000.0,132000000000.0,137000000000.0,133000000000.0,135000000000.0,143000000000.0,158000000000.0,166000000000.0,147000000000.0,162000000000.0,190000000000.0,184000000000.0,190000000000.0,216000000000.0,259000000000.0,328000000000.0,377000000000.0,416000000000.0,520000000000.0,429000000000.0,528000000000.0,671000000000.0,736000000000.0,747000000000.0,756000000000.0,654000000000.0,645000000000.0
Senegal,8028359047.0,7748274390.0,8491713151.0,7651207114.0,5130910750.0,6305500369.0,6554716054.0,6045780468.0,6508794734.0,6954016433.0,6054967018.0,6311157237.0,6901513118.0,8875672687.0,10391807360.0,11267101496.0,12109224811.0,14601213760.0,17320698193.0,16533049151.0,16724607302.0,18599117774.0,18395459324.0,19209977100.0,19770924469.0,17761307232.0,19040305982.0
Serbia,40374102577.0,36871570301.0,26839472163.0,19299993484.0,20223646426.0,21821936041.0,22760633136.0,21436958204.0,19144610972.0,14401959170.0,11846154311.0,15385438863.0,20084716998.0,26320148853.0,30789396415.0,32436968089.0,37770439699.0,49675468908.0,60718722711.0,52527717578.0,48659561963.0,57557543768.0,50578572600.0,56649938860.0,55161534422.0,46489937442.0,50966809002.0
Seychelles,445374084.5,452401765.9,524011811.2,567056613.3,583262974.2,614030984.1,603470985.6,680211607.0,735080621.2,751654884.2,746867375.4,746275458.0,837920678.7,846355208.0,839279252.4,919144381.1,1016429662.0,1033595454.0,967198458.8,847291125.8,970060191.5,1018469370.0,1059553677.0,1328118128.0,1342980278.0,1377535946.0,1427591282.0
Sierra Leone,879295961.6,1055725889.0,920351188.8,1040674303.0,1234193434.0,1178560711.0,1274618119.0,1150808931.0,910059896.5,906026036.2,860650343.9,1090464737.0,1253321308.0,1385786545.0,1448539485.0,1650495829.0,1885113193.0,2158499732.0,2505457106.0,2453900238.0,2578027084.0,2942545861.0,3801863708.0,4920338896.0,5015184570.0,4248105012.0,3862727717.0
Singapore,38899889732.0,45473082692.0,52157482248.0,60644806326.0,73775615814.0,87891435468.0,96400702142.0,100000000000.0,85707706280.0,86285289125.0,95835994777.0,89285196890.0,91941523135.0,97002352519.0,114000000000.0,127000000000.0,148000000000.0,180000000000.0,192000000000.0,192000000000.0,236000000000.0,277000000000.0,292000000000.0,305000000000.0,313000000000.0,306000000000.0,317000000000.0
Slovakia,16847021001.0,11798753752.0,12826603436.0,13810317872.0,15977657752.0,20042195026.0,21653541660.0,21916970307.0,22819556552.0,20818401375.0,20719390563.0,21410403063.0,24810711853.0,33981902557.0,43124787604.0,49033418454.0,57175145984.0,77056524229.0,96733049834.0,89040859599.0,90183970134.0,98997429729.0,94416669648.0,98723871308.0,101000000000.0,88457216545.0,89640708322.0
Slovenia,18183740769.0,13257693240.0,13100865659.0,13257543863.0,15049313025.0,21353517308.0,21504910852.0,20764131808.0,22144125620.0,22711022123.0,20291141958.0,20876825266.0,23488975131.0,29635629797.0,34415187777.0,36204394578.0,39478668131.0,48004147763.0,55554484201.0,50365096914.0,48161227365.0,51516141322.0,46580525378.0,48402131016.0,49930685013.0,43090173062.0,44651429625.0
Solomon Islands,208125803.4,220389304.8,260619791.7,282706218.6,319769465.0,364656248.1,403205880.2,408399200.6,358423070.4,380110299.1,338189083.1,334601338.2,273828847.7,314256914.6,363520699.0,429476033.6,471184605.5,587991262.7,637082076.3,638557837.1,719622919.3,870250864.9,975885896.5,1036319492.0,1075297893.0,1059171378.0,1128689317.0
Somalia,994072955.3,613949662.4,583254225.7,996441704.9,1126305906.0,1122244293.0,1260224717.0,1482005638.0,1926004373.0,1904431419.0,2052047552.0,1302610389.0,1219171267.0,1516743116.0,1984461412.0,2315546354.0,2390007998.0,2482993421.0,2600027766.0,1246652761.0,1092784690.0,1136156371.0,1519539727.0,1762620755.0,1651086178.0,1454779553.0,1439126490.0
South Africa,117000000000.0,125000000000.0,136000000000.0,136000000000.0,141000000000.0,155000000000.0,148000000000.0,153000000000.0,138000000000.0,137000000000.0,136000000000.0,122000000000.0,115000000000.0,175000000000.0,229000000000.0,258000000000.0,272000000000.0,299000000000.0,287000000000.0,296000000000.0,375000000000.0,416000000000.0,396000000000.0,367000000000.0,351000000000.0,317000000000.0,296000000000.0
South Korea,286000000000.0,334000000000.0,358000000000.0,395000000000.0,466000000000.0,568000000000.0,611000000000.0,569000000000.0,381000000000.0,494000000000.0,572000000000.0,544000000000.0,623000000000.0,697000000000.0,786000000000.0,925000000000.0,1040000000000.0,1160000000000.0,1040000000000.0,943000000000.0,1140000000000.0,1260000000000.0,1280000000000.0,1370000000000.0,1490000000000.0,1470000000000.0,1510000000000.0
South Sudan,,,,,,,,,,,,,,,,,,,15440555013.0,11945773974.0,14986389977.0,17290947982.0,9634134641.0,13454501978.0,15807257233.0,13215989441.0,6784650383.0
Spain,537000000000.0,577000000000.0,631000000000.0,525000000000.0,531000000000.0,615000000000.0,643000000000.0,590000000000.0,619000000000.0,635000000000.0,597000000000.0,627000000000.0,705000000000.0,905000000000.0,1070000000000.0,1150000000000.0,1260000000000.0,1470000000000.0,1630000000000.0,1490000000000.0,1420000000000.0,1480000000000.0,1320000000000.0,1350000000000.0,1370000000000.0,1200000000000.0,1230000000000.0
Sri Lanka,9389548822.0,10574580491.0,11386336856.0,12236617611.0,13868487160.0,15293046613.0,16514983624.0,17872667997.0,18568149865.0,18442315230.0,19131801553.0,18364208140.0,19572825401.0,21609194885.0,23646374864.0,27931971938.0,32365086385.0,37023526063.0,46595310335.0,48143074176.0,56725757648.0,65292742504.0,68434428522.0,74317814120.0,79356462132.0,80604064992.0,82401078588.0
Sudan,9750479371.0,9035111990.0,5652092774.0,7219845477.0,10495557284.0,11406773015.0,7448715521.0,9630720778.0,9239474458.0,8735322317.0,9987370284.0,10713369993.0,12005829599.0,14283776562.0,17322003821.0,21330700832.0,28663757808.0,36516057401.0,48521875941.0,48616619439.0,54678167102.0,68308195420.0,62286757062.0,63933645178.0,78091064273.0,83933524394.0,89671388796.0
Suriname,751794101.0,798546483.7,819813000.0,782981520.7,826803303.9,844223262.0,1053298166.0,1128450527.0,1352969720.0,1117446399.0,1156649180.0,1021024877.0,1339090591.0,1557908979.0,1805684583.0,2193036024.0,2626435431.0,2936441530.0,3532982239.0,3875579116.0,4368336077.0,4422223682.0,4979919917.0,5145693063.0,5240780998.0,4787407675.0,3128968589.0
Swaziland,1254402646.0,1330617840.0,1474649319.0,1492496470.0,1590577715.0,1901652230.0,1793683570.0,1927098015.0,1774168644.0,1730527901.0,1738093759.0,1542462830.0,1432221789.0,2197598421.0,2770043119.0,3178165828.0,3291270498.0,3469373127.0,3294064196.0,3580383129.0,4438739895.0,4820455917.0,4886620379.0,4597677767.0,4422335838.0,4073382048.0,3840709394.0
Sweden,260000000000.0,272000000000.0,282000000000.0,211000000000.0,227000000000.0,265000000000.0,290000000000.0,266000000000.0,269000000000.0,272000000000.0,261000000000.0,241000000000.0,265000000000.0,332000000000.0,383000000000.0,390000000000.0,420000000000.0,488000000000.0,515000000000.0,435000000000.0,495000000000.0,573000000000.0,551000000000.0,585000000000.0,580000000000.0,504000000000.0,516000000000.0
Switzerland,258000000000.0,261000000000.0,272000000000.0,264000000000.0,293000000000.0,343000000000.0,330000000000.0,287000000000.0,295000000000.0,290000000000.0,272000000000.0,279000000000.0,301000000000.0,353000000000.0,394000000000.0,409000000000.0,431000000000.0,480000000000.0,554000000000.0,541000000000.0,584000000000.0,700000000000.0,668000000000.0,689000000000.0,709000000000.0,680000000000.0,671000000000.0
Syria,11158969882.0,12447856351.0,14446511390.0,15554699248.0,12390236741.0,13538886267.0,15141436048.0,16176339762.0,17468375691.0,17806347826.0,19665717391.0,21008326087.0,21782045455.0,20857553398.0,24545808577.0,28396996497.0,33108815445.0,40271781586.0,52557913193.0,54111735242.0,60465112082.0,67296708949.0,46846505442.0,27024216908.0,23120532031.0,19090102132.0,12369108148.0
Taiwan,167000000000.0,188000000000.0,224000000000.0,236000000000.0,257000000000.0,293000000000.0,292000000000.0,302000000000.0,278000000000.0,301000000000.0,327000000000.0,296000000000.0,305000000000.0,316000000000.0,347000000000.0,375000000000.0,388000000000.0,408000000000.0,417000000000.0,392000000000.0,447000000000.0,487000000000.0,497000000000.0,513000000000.0,532000000000.0,527000000000.0,533000000000.0
Tajikistan,2838989374.0,2726616871.0,1980011651.0,1694510034.0,1362056395.0,1218178704.0,1032552351.0,911770553.6,1305606206.0,1074705356.0,860684672.1,1080898655.0,1221032578.0,1555025158.0,2076109931.0,2312319160.0,2830154154.0,3719434401.0,5161237133.0,4979374732.0,5642178104.0,6522753241.0,7633039274.0,8506209190.0,9236649436.0,7854572789.0,6952697100.0
Tanzania,6702978962.0,7575304890.0,6741738430.0,6150958373.0,6347765666.0,7395313228.0,9142521176.0,10743913499.0,11800460566.0,12106209583.0,12717185824.0,12965569366.0,13497248345.0,14563851623.0,16021632617.0,17666721377.0,19440738873.0,22440967534.0,28586253576.0,29825755695.0,32470034393.0,35036091908.0,40488619223.0,46902067399.0,51374885825.0,48743093293.0,51211986901.0
Thailand,88460375357.0,101000000000.0,116000000000.0,129000000000.0,147000000000.0,169000000000.0,183000000000.0,150000000000.0,114000000000.0,127000000000.0,126000000000.0,120000000000.0,134000000000.0,152000000000.0,173000000000.0,189000000000.0,222000000000.0,263000000000.0,291000000000.0,282000000000.0,341000000000.0,371000000000.0,398000000000.0,420000000000.0,407000000000.0,401000000000.0,412000000000.0
Timor-Leste,202988925.0,233866810.0,297479485.0,343430082.0,388340170.0,438116676.0,511530070.0,476074738.0,542814187.0,375548442.0,439646122.0,517708471.0,510677040.0,543315609.0,1078373729.0,1813708128.0,2657842665.0,2881040228.0,4391368105.0,3199666691.0,3998961314.0,5672048723.0,6661664575.0,5637676584.0,4041636957.0,3092624755.0,2503532102.0
Togo,2057076673.0,2032471499.0,2131361594.0,1624507172.0,1259116579.0,1662902953.0,1817563137.0,1850960151.0,1751788791.0,1754989340.0,1488187035.0,1481143006.0,1698681619.0,2111089187.0,2255943860.0,2280576864.0,2349495985.0,2659095647.0,3310276623.0,3365714554.0,3426019389.0,3867389157.0,3873528510.0,4320426547.0,4569129711.0,4177705204.0,4486979682.0
Tonga,162077481.3,195227063.9,192693228.7,190203072.2,194446384.7,203235738.2,220322108.0,212894189.0,189344056.0,195326998.1,189257761.4,166858805.9,181457978.2,207377111.5,237974298.6,261557198.4,291698544.4,304970468.6,342008336.7,326196508.2,373856390.9,448231439.9,465652189.2,439248033.8,448487550.8,400433253.9,421504143.3
Trinidad and Tobago,5081642168.0,5322288064.0,5454158159.0,4589079445.0,4960556700.0,5343524479.0,5775108208.0,5753195184.0,6059950079.0,6827234825.0,8176345593.0,8848501415.0,9032488306.0,11335889860.0,13315911298.0,16025284673.0,18418349472.0,21700420811.0,27945112886.0,19226545950.0,22182351978.0,25501434847.0,25763116756.0,27268451654.0,27615709469.0,25062806691.0,22284942883.0
Tunisia,13519533293.0,14283152303.0,17014057687.0,16038493000.0,17163868140.0,19795279924.0,21504377374.0,20746650346.0,21802989938.0,22943282896.0,21473479281.0,22065937969.0,23141755517.0,27454021010.0,31183954544.0,32272200755.0,34376654491.0,38909892118.0,44855034969.0,43455728112.0,44051142887.0,45811134741.0,45044315894.0,46252254318.0,47633067438.0,43172986903.0,41802042497.0
Turkey,207000000000.0,208000000000.0,219000000000.0,248000000000.0,180000000000.0,233000000000.0,250000000000.0,261000000000.0,276000000000.0,256000000000.0,273000000000.0,200000000000.0,238000000000.0,312000000000.0,405000000000.0,501000000000.0,553000000000.0,676000000000.0,764000000000.0,645000000000.0,772000000000.0,833000000000.0,874000000000.0,951000000000.0,934000000000.0,860000000000.0,864000000000.0
Turkmenistan,3070611279.0,3028253343.0,2633726193.0,2736568446.0,2311474351.0,2190023668.0,2379536804.0,2681073822.0,2861810979.0,3856921350.0,4932302232.0,6753654573.0,8700007803.0,11283436340.0,12166375451.0,14181338866.0,16212839741.0,18489190009.0,21628508266.0,20214381928.0,22583149016.0,29233282484.0,35164320753.0,39197529251.0,43524178677.0,36051576223.0,36169447734.0
Turks and Caicos Islands,105945706.0,119122389.2,133468894.8,152914601.0,171859665.5,190562180.3,214067037.0,235303765.6,265103964.9,294651390.4,319554229.8,358827948.7,366676342.8,409704491.2,485762491.0,578666291.9,721965158.0,773438831.4,862628337.3,703153727.3,686745757.2,728658563.5,715743777.9,740819658.0,824014592.7,893452334.8,950332004.8
Tuvalu,9535789.653,10131743.4,10706728.77,9578663.91,11436897.66,11762503.87,12485158.04,13404741.96,12981362.1,13779301.7,13831160.73,13270294.17,15529227.86,18354037.4,21632343.24,21672844.13,22888630.8,27010376.76,30008313.58,26897288.61,31368864.98,38227411.0,37218497.5,37080596.49,36786098.22,35038170.07,39570164.4
Uganda,4317905629.0,3500301657.0,3759193641.0,3885266819.0,6109850127.0,7148426945.0,7244063316.0,7801395154.0,7493402190.0,7114172173.0,6778749769.0,7046789721.0,7412790849.0,7834563827.0,9375216684.0,11158134925.0,12237265413.0,15057533555.0,18201244901.0,19057174209.0,19683138678.0,21482560430.0,24445694568.0,25713233607.0,27829408911.0,25097892241.0,25423493972.0
Ukraine,93471220727.0,88226480762.0,81261813637.0,71356345513.0,56165717657.0,50375856069.0,46146048337.0,51937955422.0,43374410981.0,32705567687.0,32375077311.0,39309147645.0,43956158115.0,52010354688.0,67217865329.0,89238870828.0,112000000000.0,149000000000.0,188000000000.0,122000000000.0,136000000000.0,163000000000.0,176000000000.0,183000000000.0,134000000000.0,91030962682.0,93355881505.0
United Arab Emirates,51364097926.0,52225920328.0,54948032189.0,56352096225.0,60079921665.0,66603013575.0,74532524993.0,79866431590.0,76663323509.0,85548817116.0,106000000000.0,105000000000.0,111000000000.0,126000000000.0,150000000000.0,183000000000.0,225000000000.0,261000000000.0,320000000000.0,257000000000.0,290000000000.0,351000000000.0,375000000000.0,390000000000.0,403000000000.0,358000000000.0,357000000000.0
United Kingdom,1090000000000.0,1140000000000.0,1180000000000.0,1060000000000.0,1140000000000.0,1340000000000.0,1420000000000.0,1560000000000.0,1650000000000.0,1680000000000.0,1660000000000.0,1640000000000.0,1780000000000.0,2050000000000.0,2420000000000.0,2540000000000.0,2710000000000.0,3100000000000.0,2920000000000.0,2410000000000.0,2480000000000.0,2660000000000.0,2700000000000.0,2790000000000.0,3060000000000.0,2930000000000.0,2690000000000.0
United States,5920000000000.0,6130000000000.0,6520000000000.0,6880000000000.0,7320000000000.0,7680000000000.0,8110000000000.0,8620000000000.0,9090000000000.0,9660000000000.0,10300000000000.0,10600000000000.0,10900000000000.0,11500000000000.0,12200000000000.0,13100000000000.0,13800000000000.0,14500000000000.0,14700000000000.0,14500000000000.0,15000000000000.0,15500000000000.0,16200000000000.0,16800000000000.0,17500000000000.0,18200000000000.0,18700000000000.0
Uruguay,9239410006.0,11095726705.0,14222488562.0,16568213227.0,19298672366.0,21312135006.0,22657111652.0,23969694410.0,25385887793.0,23983881237.0,22823235795.0,20898745732.0,13606528452.0,12045627240.0,13686414175.0,17362818470.0,19579498504.0,23410594965.0,30366193329.0,31660914910.0,40284532661.0,47962297199.0,51264476757.0,57531105336.0,57235986532.0,53274423566.0,52687753747.0
Uzbekistan,17670079318.0,18177755375.0,16509707134.0,16513041616.0,15988809078.0,16177155385.0,16753410606.0,18641127096.0,17994383050.0,20507848212.0,16520375874.0,11074181653.0,11721821259.0,12056705980.0,14344361261.0,17085008019.0,20624376335.0,26534599860.0,35192722326.0,40170451444.0,46909048901.0,56808238729.0,64003302961.0,68997171957.0,76658559241.0,81847407109.0,81779024315.0
Vanuatu,171486276.9,204240383.3,213051740.5,219335699.6,240475740.6,272638194.6,283346647.5,285281376.6,259835075.3,264996692.7,264963753.1,254945641.4,264229041.6,314456626.3,364989716.8,394962431.8,439395108.3,526409121.0,607947993.7,610058489.3,700818879.4,792166318.5,781721672.6,801793804.3,814950466.2,759683661.9,804316626.9
Venezuela,48598315565.0,53476971831.0,60401798246.0,60065011013.0,58418666667.0,77407726244.0,70543211119.0,85843534589.0,91331203433.0,97976886247.0,117000000000.0,123000000000.0,92893587734.0,83620628582.0,112000000000.0,146000000000.0,183000000000.0,230000000000.0,316000000000.0,330000000000.0,393000000000.0,316000000000.0,381000000000.0,371000000000.0,482000000000.0,516000000000.0,432000000000.0
Vietnam,6471740806.0,9613369520.0,9866990236.0,13180953598.0,16286433533.0,20736164459.0,24657470575.0,26843700442.0,27209602050.0,28683659007.0,31172518403.0,32685198735.0,35064105501.0,39552513316.0,45427854693.0,57633255618.0,66371664817.0,77414425532.0,99130304099.0,106000000000.0,116000000000.0,136000000000.0,156000000000.0,171000000000.0,186000000000.0,193000000000.0,205000000000.0
Yemen,4028716803.0,4177918237.0,4482479118.0,4775367486.0,4982872107.0,5934612869.0,7283682336.0,7796852518.0,7250959105.0,8693543237.0,10864562211.0,11240443501.0,12247083588.0,13555491234.0,15616651126.0,19041169611.0,22812478533.0,25633673565.0,30397205900.0,28459508034.0,30906750483.0,31078856065.0,32074765779.0,34755291401.0,33224136438.0,26660288242.0,24742605541.0
Zambia,3794812311.0,3376809154.0,3307307473.0,3273506998.0,3656870052.0,3806998489.0,3597237567.0,4303317876.0,3537730382.0,3404286916.0,3600629684.0,4094453523.0,4193841463.0,4901868417.0,6221109184.0,8331861872.0,12756951446.0,14056884797.0,17911047148.0,15328308168.0,20265403474.0,24487586168.0,24848203622.0,26585261231.0,26693151022.0,20858975561.0,21452652278.0
Zimbabwe,13560115748.0,12652488504.0,10433676807.0,10135151836.0,10656140177.0,11063290333.0,13466387033.0,13854142254.0,9705762213.0,9225081910.0,8720519000.0,8659183864.0,8215470109.0,7746499987.0,7416272528.0,7189090761.0,7048950684.0,6958293672.0,6348182789.0,9665790178.0,12041659919.0,14101921401.0,17114848575.0,19091027137.0,19495523936.0,19963139401.0,20548688325.0
